	Opt.	Zea.	Flo.
X^0	199	54	54
X^1	200	52	52
X^2	199	124	125
X^3	197	122	127
X^4	199	197	197
X^5	200	200	200
X^6	200	200	200

X^0	198	181	181
X^1	197	186	186
X^2	199	191	193
X^3	199	194	194
X^4	198	196	196
X^5	199	197	199
X^6	200	200	200

X^0	198	144	146
X^1	198	164	165
X^2	197	159	160
X^3	199	175	176
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	197	186	194
X^1	198	190	192
X^2	198	198	198
X^3	198	198	198
X^4	198	198	198
X^5	197	197	197
X^6	192	192	192

X^0	198	175	180
X^1	198	181	192
X^2	198	186	191
X^3	198	186	191
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	155	157
X^1	199	169	172
X^2	197	175	177
X^3	198	181	184
X^4	199	192	194
X^5	200	193	199
X^6	198	198	198

X^0	199	155	156
X^1	199	173	176
X^2	199	199	199
X^3	200	197	200
X^4	200	200	200
X^5	194	194	194
X^6	200	200	200

X^0	198	75	77
X^1	200	78	80
X^2	197	74	76
X^3	200	200	200
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	199	-42	5
X^1	197	-49	21
X^2	196	5	19
X^3	195	48	51
X^4	198	104	108
X^5	199	141	143
X^6	199	199	199

X^0	198	195	198
X^1	196	196	196
X^2	193	193	193
X^3	193	193	193
X^4	200	199	200
X^5	198	198	198
X^6	190	190	190

X^0	199	117	117
X^1	198	139	139
X^2	199	161	162
X^3	200	185	185
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	195	181	187
X^1	196	186	190
X^2	196	188	194
X^3	196	195	196
X^4	196	196	196
X^5	196	196	196
X^6	199	199	199

X^0	197	178	183
X^1	197	179	181
X^2	197	195	197
X^3	198	197	198
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	23	26
X^1	197	22	25
X^2	197	113	116
X^3	199	120	121
X^4	199	199	199
X^5	199	199	199
X^6	194	194	194

X^0	197	97	98
X^1	197	100	101
X^2	197	124	126
X^3	197	147	149
X^4	197	171	175
X^5	199	175	176
X^6	199	199	199

X^0	198	16	21
X^1	198	104	106
X^2	196	105	109
X^3	199	108	112
X^4	199	199	199
X^5	196	196	196
X^6	200	200	200

X^0	197	177	178
X^1	197	181	184
X^2	200	187	189
X^3	200	197	198
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	199	187	188
X^1	200	191	191
X^2	200	199	200
X^3	199	197	198
X^4	199	198	199
X^5	200	200	200
X^6	199	199	199

X^0	199	193	196
X^1	199	192	198
X^2	199	195	197
X^3	199	196	199
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	-28	0
X^1	199	76	78
X^2	199	98	99
X^3	199	98	99
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	186	188
X^1	199	194	194
X^2	197	190	190
X^3	197	192	192
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	194	156	162
X^1	194	163	169
X^2	194	161	167
X^3	194	169	170
X^4	194	180	181
X^5	199	188	189
X^6	199	199	199

X^0	198	169	171
X^1	198	178	180
X^2	198	186	189
X^3	198	195	195
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	140	145
X^1	197	138	140
X^2	186	156	157
X^3	199	170	176
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	185	189
X^1	197	189	192
X^2	197	195	197
X^3	197	197	197
X^4	197	197	197
X^5	197	197	197
X^6	197	197	197

X^0	199	95	95
X^1	199	141	141
X^2	196	144	144
X^3	200	195	195
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	200	187	190
X^1	200	197	197
X^2	195	195	195
X^3	195	195	195
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	196	188	193
X^1	196	194	196
X^2	196	196	196
X^3	195	194	195
X^4	198	198	198
X^5	196	196	196
X^6	200	200	200

X^0	197	155	163
X^1	198	172	178
X^2	198	184	190
X^3	200	200	200
X^4	199	199	199
X^5	194	194	194
X^6	199	199	199

X^0	198	192	193
X^1	198	196	198
X^2	199	198	199
X^3	200	200	200
X^4	199	199	199
X^5	198	198	198
X^6	199	199	199

X^0	196	189	190
X^1	198	184	185
X^2	195	193	194
X^3	195	193	195
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	178	180
X^1	199	185	187
X^2	199	190	192
X^3	197	186	188
X^4	199	192	195
X^5	198	192	194
X^6	198	198	198

X^0	198	182	186
X^1	198	187	189
X^2	198	187	189
X^3	198	198	198
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	122	124
X^1	196	145	145
X^2	194	155	158
X^3	200	188	193
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	195	196
X^1	196	194	196
X^2	199	199	199
X^3	199	199	199
X^4	198	197	198
X^5	199	198	199
X^6	199	199	199

X^0	198	18	23
X^1	197	26	28
X^2	198	147	151
X^3	198	150	153
X^4	198	194	198
X^5	198	198	198
X^6	196	196	196

X^0	196	-3	0
X^1	199	43	43
X^2	198	82	85
X^3	199	117	117
X^4	198	156	157
X^5	198	156	159
X^6	200	200	200

X^0	195	134	136
X^1	192	149	150
X^2	199	177	180
X^3	199	181	183
X^4	200	200	200
X^5	199	199	199
X^6	198	198	198

X^0	199	170	170
X^1	195	180	180
X^2	198	186	187
X^3	199	191	195
X^4	199	191	192
X^5	199	194	195
X^6	200	200	200

X^0	199	-41	0
X^1	199	-38	3
X^2	199	14	14
X^3	199	64	64
X^4	199	108	108
X^5	199	157	157
X^6	200	200	200

X^0	195	179	181
X^1	199	188	190
X^2	199	195	197
X^3	194	193	193
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	196	195	196
X^1	197	191	192
X^2	196	196	196
X^3	197	197	197
X^4	196	196	196
X^5	199	199	199
X^6	200	200	200

X^0	200	-76	0
X^1	199	56	58
X^2	200	58	62
X^3	200	72	76
X^4	199	199	199
X^5	197	197	197
X^6	198	198	198

X^0	198	164	166
X^1	195	164	165
X^2	196	187	188
X^3	199	198	199
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	195	185	191
X^1	195	187	193
X^2	195	195	195
X^3	195	195	195
X^4	195	195	195
X^5	197	197	197
X^6	199	199	199

X^0	198	48	51
X^1	198	101	103
X^2	198	197	198
X^3	198	197	198
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	195	176	180
X^1	191	177	180
X^2	199	191	195
X^3	199	193	195
X^4	197	197	197
X^5	198	198	198
X^6	200	200	200

X^0	199	90	91
X^1	198	98	98
X^2	199	148	149
X^3	199	156	156
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	179	181
X^1	199	184	185
X^2	198	193	194
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	24	28
X^1	199	26	27
X^2	199	133	135
X^3	199	128	128
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	198	187	189
X^1	199	192	197
X^2	199	195	199
X^3	199	198	199
X^4	199	199	199
X^5	198	198	198
X^6	199	199	199

X^0	196	187	188
X^1	197	192	197
X^2	198	198	198
X^3	199	199	199
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	171	175
X^1	197	179	186
X^2	197	185	188
X^3	196	190	192
X^4	197	197	197
X^5	197	195	197
X^6	200	200	200

X^0	194	132	138
X^1	194	143	151
X^2	194	143	149
X^3	194	144	150
X^4	194	160	166
X^5	194	178	184
X^6	194	194	194

X^0	198	162	167
X^1	198	172	173
X^2	198	198	198
X^3	199	199	199
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	198	116	120
X^1	197	154	156
X^2	198	171	176
X^3	198	198	198
X^4	200	200	200
X^5	200	200	200
X^6	198	198	198

X^0	199	189	198
X^1	195	186	189
X^2	199	192	195
X^3	199	196	197
X^4	199	197	199
X^5	199	197	198
X^6	199	199	199

X^0	196	176	178
X^1	199	182	184
X^2	198	185	187
X^3	199	192	194
X^4	199	196	199
X^5	199	199	199
X^6	198	198	198

X^0	197	125	128
X^1	197	125	125
X^2	199	164	167
X^3	198	164	165
X^4	195	195	195
X^5	200	200	200
X^6	193	193	193

X^0	197	37	40
X^1	197	42	45
X^2	197	121	124
X^3	197	121	124
X^4	197	197	197
X^5	197	197	197
X^6	198	198	198

X^0	196	145	150
X^1	196	169	173
X^2	196	170	174
X^3	196	171	175
X^4	196	196	196
X^5	196	196	196
X^6	196	196	196

X^0	196	134	135
X^1	197	149	150
X^2	198	162	164
X^3	197	175	178
X^4	198	188	189
X^5	200	200	200
X^6	199	199	199

X^0	198	191	191
X^1	197	191	191
X^2	198	198	198
X^3	199	196	196
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	198	172	172
X^1	198	183	186
X^2	198	186	188
X^3	198	192	193
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	197	66	69
X^1	197	63	66
X^2	197	99	100
X^3	197	133	134
X^4	197	166	166
X^5	200	195	196
X^6	200	200	200

X^0	197	163	171
X^1	197	185	190
X^2	197	192	197
X^3	196	196	196
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	195	131	136
X^1	195	146	152
X^2	195	165	172
X^3	194	176	181
X^4	195	195	195
X^5	195	195	195
X^6	200	200	200

X^0	199	193	195
X^1	199	195	196
X^2	199	198	199
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	125	131
X^1	198	160	168
X^2	198	163	168
X^3	198	164	168
X^4	194	194	194
X^5	196	196	196
X^6	200	200	200

X^0	199	67	71
X^1	198	118	119
X^2	197	128	133
X^3	197	140	145
X^4	200	200	200
X^5	197	197	197
X^6	200	200	200

X^0	198	176	180
X^1	199	188	189
X^2	199	191	193
X^3	198	191	192
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	194	197
X^1	197	194	196
X^2	197	196	197
X^3	197	197	197
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	198	187	188
X^1	198	193	194
X^2	199	196	198
X^3	199	196	197
X^4	200	198	199
X^5	200	198	199
X^6	200	200	200

X^0	198	-59	0
X^1	197	-59	0
X^2	198	70	73
X^3	196	69	70
X^4	198	197	198
X^5	199	199	199
X^6	200	200	200

X^0	198	164	166
X^1	198	166	168
X^2	198	183	185
X^3	198	184	189
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	91	94
X^1	197	143	146
X^2	197	148	153
X^3	199	150	154
X^4	197	197	197
X^5	199	199	199
X^6	199	199	199

X^0	197	100	101
X^1	198	116	117
X^2	198	150	150
X^3	198	166	166
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	171	176
X^1	199	183	189
X^2	199	192	197
X^3	195	189	195
X^4	200	200	200
X^5	195	195	195
X^6	200	200	200

X^0	196	156	159
X^1	196	159	166
X^2	196	180	184
X^3	196	186	188
X^4	196	196	196
X^5	198	198	198
X^6	200	200	200

X^0	197	117	125
X^1	196	123	129
X^2	197	153	160
X^3	199	166	174
X^4	200	200	200
X^5	194	194	194
X^6	199	199	199

X^0	197	139	143
X^1	195	136	140
X^2	196	150	151
X^3	198	166	166
X^4	199	177	178
X^5	200	188	190
X^6	200	200	200

X^0	198	191	194
X^1	194	191	194
X^2	198	198	198
X^3	200	200	200
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	105	105
X^1	198	123	123
X^2	198	140	140
X^3	197	155	155
X^4	200	172	172
X^5	196	182	182
X^6	200	200	200

X^0	199	153	156
X^1	199	174	176
X^2	198	173	179
X^3	199	176	178
X^4	196	196	196
X^5	199	199	199
X^6	198	198	198

X^0	194	158	164
X^1	194	174	180
X^2	194	177	184
X^3	194	178	185
X^4	194	194	194
X^5	194	194	194
X^6	200	200	200

X^0	198	193	195
X^1	198	193	194
X^2	198	198	198
X^3	198	196	198
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	159	161
X^1	197	173	175
X^2	197	178	182
X^3	197	174	176
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	194	166	169
X^1	194	172	176
X^2	197	184	187
X^3	199	196	199
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	194	120	123
X^1	199	127	130
X^2	199	162	164
X^3	199	196	198
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	197	186	189
X^1	197	190	193
X^2	197	193	197
X^3	197	197	197
X^4	199	199	199
X^5	195	195	195
X^6	199	199	199

X^0	197	171	171
X^1	197	177	178
X^2	195	180	180
X^3	197	192	193
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	199	157	158
X^1	195	153	154
X^2	200	176	176
X^3	200	182	185
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	193	174	174
X^1	194	178	178
X^2	194	184	185
X^3	193	188	188
X^4	194	193	193
X^5	195	194	195
X^6	200	200	200

X^0	197	186	188
X^1	197	188	191
X^2	197	197	197
X^3	198	198	198
X^4	198	197	198
X^5	198	198	198
X^6	199	199	199

X^0	198	32	39
X^1	196	110	116
X^2	198	116	116
X^3	198	117	117
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	198	147	156
X^1	197	163	165
X^2	198	181	183
X^3	198	193	197
X^4	195	195	195
X^5	199	199	199
X^6	199	199	199

X^0	198	123	127
X^1	197	124	129
X^2	198	161	163
X^3	198	160	162
X^4	198	198	198
X^5	198	198	198
X^6	198	198	198

X^0	198	152	156
X^1	198	170	172
X^2	198	183	191
X^3	198	181	187
X^4	198	198	198
X^5	199	197	199
X^6	198	198	198

X^0	196	159	161
X^1	193	159	161
X^2	198	181	186
X^3	199	183	184
X^4	196	196	196
X^5	199	199	199
X^6	200	200	200

X^0	198	163	164
X^1	198	172	175
X^2	198	176	185
X^3	198	184	192
X^4	198	187	188
X^5	198	193	194
X^6	199	199	199

X^0	199	-86	0
X^1	198	7	11
X^2	199	42	44
X^3	199	76	78
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	198	137	142
X^1	198	165	167
X^2	196	163	167
X^3	198	167	169
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	193	196
X^1	195	194	195
X^2	199	199	199
X^3	199	199	199
X^4	198	198	198
X^5	199	199	199
X^6	199	199	199

X^0	197	185	188
X^1	197	188	190
X^2	199	195	196
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	188	189
X^1	199	192	194
X^2	200	194	194
X^3	199	195	196
X^4	200	198	199
X^5	200	198	200
X^6	200	200	200

X^0	197	183	184
X^1	198	183	183
X^2	198	195	195
X^3	198	195	195
X^4	200	200	200
X^5	200	200	200
X^6	198	198	198

X^0	198	182	189
X^1	197	183	186
X^2	199	188	192
X^3	199	188	191
X^4	199	192	192
X^5	199	195	195
X^6	200	200	200

X^0	197	195	197
X^1	198	195	195
X^2	199	198	199
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	183	185
X^1	198	190	192
X^2	198	192	195
X^3	198	193	195
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	196	125	128
X^1	197	156	158
X^2	196	160	163
X^3	195	167	168
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	199	134	134
X^1	199	134	134
X^2	198	164	165
X^3	200	168	169
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	200	-114	0
X^1	194	-58	0
X^2	197	10	13
X^3	197	66	73
X^4	197	106	109
X^5	197	157	161
X^6	197	197	197

X^0	200	192	195
X^1	200	192	192
X^2	199	198	199
X^3	200	199	199
X^4	200	200	200
X^5	200	200	200
X^6	196	196	196

X^0	199	77	78
X^1	198	125	129
X^2	199	146	151
X^3	196	145	148
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	196	157	162
X^1	197	157	159
X^2	199	158	160
X^3	199	171	172
X^4	199	181	183
X^5	199	193	196
X^6	199	199	199

X^0	199	167	170
X^1	195	179	180
X^2	200	191	192
X^3	199	199	199
X^4	200	200	200
X^5	199	199	199
X^6	200	200	200

X^0	199	193	194
X^1	199	197	199
X^2	199	198	199
X^3	196	191	192
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	199	132	133
X^1	198	152	152
X^2	198	173	174
X^3	198	193	193
X^4	199	197	197
X^5	199	197	198
X^6	200	200	200

X^0	198	177	178
X^1	196	181	182
X^2	199	191	194
X^3	199	187	188
X^4	199	193	194
X^5	197	192	193
X^6	200	200	200

X^0	198	170	172
X^1	198	170	172
X^2	198	177	181
X^3	193	176	179
X^4	198	188	191
X^5	198	192	195
X^6	198	198	198

X^0	196	124	129
X^1	199	142	142
X^2	198	163	165
X^3	198	169	171
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	199	175	175
X^1	197	168	168
X^2	198	184	186
X^3	200	186	190
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	196	147	150
X^1	196	150	152
X^2	196	169	174
X^3	196	181	183
X^4	196	196	196
X^5	200	200	200
X^6	200	200	200

X^0	199	177	179
X^1	199	180	181
X^2	199	190	192
X^3	200	193	193
X^4	198	198	198
X^5	200	200	200
X^6	197	197	197

X^0	196	140	146
X^1	196	172	174
X^2	196	170	172
X^3	196	196	196
X^4	197	197	197
X^5	198	198	198
X^6	196	196	196

X^0	200	148	152
X^1	198	169	171
X^2	199	180	184
X^3	199	199	199
X^4	199	198	199
X^5	199	199	199
X^6	199	199	199

X^0	195	190	195
X^1	195	195	195
X^2	194	194	194
X^3	192	192	192
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	165	166
X^1	199	181	182
X^2	199	181	183
X^3	199	179	182
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	12	16
X^1	199	15	16
X^2	199	109	110
X^3	199	110	111
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	195	167	170
X^1	198	175	179
X^2	199	183	187
X^3	198	189	192
X^4	198	198	198
X^5	197	197	197
X^6	198	198	198

X^0	198	190	193
X^1	197	190	193
X^2	198	196	198
X^3	198	198	198
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	200	-41	0
X^1	195	108	108
X^2	198	112	114
X^3	198	45	45
X^4	196	196	196
X^5	200	200	200
X^6	199	199	199

X^0	199	129	132
X^1	199	165	166
X^2	199	159	160
X^3	198	160	161
X^4	199	196	197
X^5	200	200	200
X^6	200	200	200

X^0	196	173	178
X^1	196	178	182
X^2	196	186	194
X^3	196	191	195
X^4	196	196	196
X^5	196	196	196
X^6	200	200	200

X^0	197	188	190
X^1	198	193	198
X^2	198	197	198
X^3	198	198	198
X^4	198	198	198
X^5	196	194	196
X^6	199	199	199

X^0	198	191	192
X^1	197	189	189
X^2	198	191	191
X^3	200	193	193
X^4	198	193	198
X^5	198	196	196
X^6	200	200	200

X^0	196	166	168
X^1	199	180	182
X^2	199	194	198
X^3	199	199	199
X^4	197	197	197
X^5	195	195	195
X^6	200	200	200

X^0	199	143	145
X^1	198	155	155
X^2	199	176	178
X^3	198	188	190
X^4	198	198	198
X^5	200	200	200
X^6	199	199	199

X^0	199	194	195
X^1	199	199	199
X^2	199	199	199
X^3	198	198	198
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	196	199
X^1	199	197	199
X^2	198	198	198
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	200	188	189
X^1	200	192	194
X^2	199	193	194
X^3	200	200	200
X^4	200	200	200
X^5	199	199	199
X^6	200	200	200

X^0	196	89	107
X^1	196	118	139
X^2	196	143	148
X^3	196	159	164
X^4	196	196	196
X^5	196	196	196
X^6	200	200	200

X^0	196	145	149
X^1	193	142	147
X^2	196	173	179
X^3	196	170	174
X^4	196	196	196
X^5	196	196	196
X^6	198	198	198

X^0	198	183	188
X^1	198	193	198
X^2	198	198	198
X^3	198	194	198
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	193	133	137
X^1	197	162	166
X^2	197	176	182
X^3	196	189	193
X^4	196	179	183
X^5	196	196	196
X^6	200	200	200

X^0	199	160	161
X^1	198	190	192
X^2	195	187	190
X^3	199	189	189
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	197	185	192
X^1	198	192	193
X^2	199	195	196
X^3	199	195	196
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	196	171	173
X^1	199	176	179
X^2	199	191	194
X^3	200	188	190
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	193	193
X^1	199	194	199
X^2	199	196	199
X^3	200	196	199
X^4	200	200	200
X^5	198	196	198
X^6	197	197	197

X^0	199	196	198
X^1	198	198	198
X^2	198	198	198
X^3	198	198	198
X^4	192	192	192
X^5	199	199	199
X^6	198	198	198

X^0	198	188	189
X^1	199	193	198
X^2	199	194	194
X^3	199	194	199
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	195	174	174
X^1	197	174	174
X^2	198	175	175
X^3	198	181	181
X^4	198	187	189
X^5	198	191	191
X^6	200	200	200

X^0	198	179	181
X^1	197	183	185
X^2	198	190	192
X^3	198	193	197
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	198	150	152
X^1	197	157	160
X^2	197	166	168
X^3	198	176	177
X^4	197	181	186
X^5	199	190	193
X^6	199	199	199

X^0	198	185	191
X^1	198	185	187
X^2	198	194	198
X^3	194	189	194
X^4	195	195	195
X^5	198	198	198
X^6	196	196	196

X^0	198	174	177
X^1	198	178	179
X^2	196	186	190
X^3	198	189	190
X^4	197	197	197
X^5	199	199	199
X^6	198	198	198

X^0	198	172	176
X^1	199	178	179
X^2	199	195	196
X^3	197	187	188
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	172	174
X^1	199	176	186
X^2	199	182	186
X^3	199	185	189
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	183	189
X^1	198	190	193
X^2	198	192	197
X^3	197	194	197
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	194	119	127
X^1	198	153	154
X^2	200	163	166
X^3	200	198	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	196	172	174
X^1	197	176	178
X^2	198	186	190
X^3	198	191	192
X^4	198	198	198
X^5	199	199	199
X^6	199	199	199

X^0	199	189	191
X^1	199	194	197
X^2	198	196	198
X^3	199	199	199
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	198	189	191
X^1	199	196	198
X^2	199	196	197
X^3	198	198	198
X^4	198	198	198
X^5	199	195	196
X^6	199	199	199

X^0	199	73	74
X^1	199	124	127
X^2	199	142	144
X^3	198	183	185
X^4	199	193	195
X^5	199	199	199
X^6	200	200	200

X^0	199	181	189
X^1	197	186	188
X^2	198	190	192
X^3	199	196	198
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	195	161	170
X^1	195	173	181
X^2	195	180	184
X^3	195	193	195
X^4	196	191	195
X^5	195	193	195
X^6	196	196	196

X^0	196	100	103
X^1	196	154	155
X^2	196	155	156
X^3	198	173	176
X^4	199	181	183
X^5	199	199	199
X^6	200	200	200

X^0	196	39	46
X^1	194	66	72
X^2	194	77	83
X^3	194	121	128
X^4	194	171	177
X^5	200	171	177
X^6	194	194	194

X^0	199	156	157
X^1	199	175	177
X^2	198	179	180
X^3	198	182	182
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	166	166
X^1	198	166	166
X^2	198	176	177
X^3	198	186	191
X^4	198	188	188
X^5	197	188	188
X^6	200	200	200

X^0	192	103	107
X^1	193	113	115
X^2	198	168	173
X^3	198	171	173
X^4	198	197	198
X^5	198	198	198
X^6	200	200	200

X^0	196	-42	0
X^1	199	59	63
X^2	199	90	99
X^3	196	87	91
X^4	200	200	200
X^5	196	196	196
X^6	197	197	197

X^0	199	191	194
X^1	197	195	195
X^2	199	199	199
X^3	198	198	198
X^4	200	200	200
X^5	199	199	199
X^6	199	199	199

X^0	197	170	173
X^1	197	181	182
X^2	198	186	187
X^3	197	187	188
X^4	195	185	186
X^5	199	196	198
X^6	199	199	199

X^0	198	159	160
X^1	196	163	166
X^2	199	184	185
X^3	199	184	185
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	128	132
X^1	198	131	135
X^2	198	164	170
X^3	198	167	171
X^4	197	197	197
X^5	196	196	196
X^6	200	200	200

X^0	197	81	82
X^1	199	125	127
X^2	199	144	146
X^3	199	136	138
X^4	199	139	141
X^5	199	181	182
X^6	199	199	199

X^0	199	109	111
X^1	199	150	151
X^2	199	156	158
X^3	199	157	160
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	197	157	161
X^1	198	167	171
X^2	198	165	169
X^3	198	169	172
X^4	197	177	179
X^5	198	185	193
X^6	198	198	198

X^0	199	181	182
X^1	199	186	188
X^2	199	194	197
X^3	199	194	196
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	171	174
X^1	197	180	180
X^2	198	185	185
X^3	199	190	191
X^4	198	196	198
X^5	198	191	192
X^6	200	200	200

X^0	198	181	184
X^1	198	190	193
X^2	197	189	193
X^3	194	186	189
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	197	109	113
X^1	197	135	139
X^2	197	166	169
X^3	197	193	196
X^4	196	196	196
X^5	197	197	197
X^6	197	197	197

X^0	195	143	145
X^1	200	165	170
X^2	199	179	186
X^3	200	200	200
X^4	199	199	199
X^5	195	195	195
X^6	199	199	199

X^0	193	156	162
X^1	195	169	174
X^2	195	186	195
X^3	195	195	195
X^4	195	195	195
X^5	200	200	200
X^6	199	199	199

X^0	198	125	126
X^1	199	161	165
X^2	199	162	165
X^3	199	192	194
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	197	185	186
X^1	197	188	189
X^2	193	190	193
X^3	197	197	197
X^4	197	197	197
X^5	200	200	200
X^6	198	198	198

X^0	192	182	183
X^1	198	189	193
X^2	198	194	194
X^3	199	193	193
X^4	196	196	196
X^5	200	200	200
X^6	200	200	200

X^0	198	70	70
X^1	197	94	94
X^2	199	118	119
X^3	200	143	144
X^4	200	162	163
X^5	200	181	181
X^6	200	200	200

X^0	199	86	89
X^1	199	100	103
X^2	199	199	199
X^3	198	198	198
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	190	172	183
X^1	190	178	188
X^2	190	187	190
X^3	190	190	190
X^4	194	192	194
X^5	192	192	192
X^6	198	198	198

X^0	199	191	195
X^1	199	194	198
X^2	197	197	197
X^3	200	200	200
X^4	196	196	196
X^5	196	196	196
X^6	200	200	200

X^0	199	173	178
X^1	199	177	178
X^2	197	184	187
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	187	189
X^1	199	192	193
X^2	199	191	193
X^3	198	187	188
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	195	126	130
X^1	195	155	162
X^2	195	164	168
X^3	195	163	168
X^4	197	197	197
X^5	196	196	196
X^6	200	200	200

X^0	197	185	185
X^1	199	186	186
X^2	200	193	196
X^3	199	193	193
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	178	182
X^1	197	188	189
X^2	197	196	197
X^3	197	197	197
X^4	199	199	199
